,SouceToDestination_city,ROUTE,#source_cities,#destination_cities,Number_of_Trips,Average_Actual_distance_to_destination,#source_states,#destination_states,destination_states,source_states,source_cities,route_type,destination_cities
1150,Korba TO Raigarh,Korba -- Raigarh,1,1,7,88.0892347991427,1,1,Chhattisgarh,Chhattisgarh,Korba,FTL,Raigarh
1151,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,13,17.705948355232717,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1152,Guwahati TO Silchar,Guwahati -- Silchar,1,1,11,175.9476579964561,1,1,Assam,Assam,Guwahati,FTL,Silchar
1153,Del TO Gurgaon,Del -- Gurgaon,1,1,13,48.67331120335394,1,1,Haryana,Delhi,Del,Carting,Gurgaon
1154,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,10,16.079048129173607,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1155,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,12,28.630772969528223,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1156,Allahabad TO Allahabad,Allahabad -- Allahabad,1,1,2,21.466091003590464,1,1,Uttar Pradesh,Uttar Pradesh,Allahabad,Carting,Allahabad
1157,Nagpur TO Nagpur,Nagpur -- Nagpur,1,1,1,20.596365275920473,1,1,Maharashtra,Maharashtra,Nagpur,Carting,Nagpur
1158,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,12,16.56658346997662,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1159,Hisar TO Gurgaon,Hisar -- Gurgaon,1,1,7,142.44632053444658,1,1,Haryana,Haryana,Hisar,FTL,Gurgaon
1160,Jaipur TO Gurgaon,Jaipur -- Gurgaon,1,1,10,195.89424947407505,1,1,Haryana,Rajasthan,Jaipur,FTL,Gurgaon
1161,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,5,50.928180260249206,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1162,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,16,50.31527124693009,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1163,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,8,21.452132399462386,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1164,Pune TO Pune,Pune -- Pune,1,1,10,21.66051582425311,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
1165,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,4,9.16779685193916,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1166,Sonipat TO Gurgaon,Sonipat -- Gurgaon,1,1,16,72.30936411004608,1,1,Haryana,Haryana,Sonipat,Carting,Gurgaon
1167,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,7,9.324152974341157,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1168,Chennai TO Chennai,Chennai -- Chennai,1,1,2,13.597044088407113,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1169,Bengaluru TO HBR,Bengaluru -- HBR,1,1,13,21.393374036121692,1,1,Karnataka,Karnataka,Bengaluru,Carting,HBR
1170,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,3,39.47186530252824,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1171,Kolkata TO Guwahati,Kolkata -- Guwahati,1,1,8,543.0261859011194,1,1,Assam,West Bengal,Kolkata,FTL,Guwahati
1172,Gurgaon TO MAA,Gurgaon -- MAA,1,1,14,1721.2807525756527,1,1,Tamil Nadu,Haryana,Gurgaon,FTL,MAA
1173,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,1,35.41953114179351,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1174,Guwahati TO Guwahati,Guwahati -- Guwahati,1,1,1,9.980016172292832,1,1,Assam,Assam,Guwahati,Carting,Guwahati
1175,Kolkata TO CCU,Kolkata -- CCU,1,1,6,20.318100596640548,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
1176,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,3,42.186734408635175,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1177,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,30,21.39600211350558,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1178,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,1,38.598768220781515,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1179,Chandigarh TO Gurgaon,Chandigarh -- Gurgaon,1,1,17,236.73887620875811,1,1,Haryana,Punjab,Chandigarh,FTL,Gurgaon
1180,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,19,21.50850443860566,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Bhiwandi
1181,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,5,37.08439785407258,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1182,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,9,39.68138049082205,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1183,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,1,34.06417641183635,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1184,Mumbai TO Mumbai,Mumbai -- Bhiwandi Mumbai,1,2,32,21.601109213090442,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Bhiwandi Mumbai
1185,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,4,38.99977340134079,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1186,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,3,27.63169775342368,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1187,Kolkata TO CCU,Kolkata -- CCU,1,1,7,20.00019443270636,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
1188,MAA TO Chennai,MAA -- Chennai,1,1,10,26.906056572763582,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
1189,Delhi TO Delhi,Delhi -- Delhi,1,1,4,9.92922194637045,1,1,Delhi,Delhi,Delhi,Carting,Delhi
1190,Surat TO Surat,Surat -- Surat,1,1,4,17.538460606016674,1,1,Gujarat,Gujarat,Surat,Carting,Surat
1191,Ghaziabad TO Delhi,Ghaziabad -- Delhi,1,1,1,35.39296463431721,1,1,Delhi,Uttar Pradesh,Ghaziabad,Carting,Delhi
1192,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,18,46.324555742076704,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1193,Gurgaon TO Sonipat,Gurgaon -- Sonipat,1,1,19,69.96866561560665,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
1194,Jaipur TO Jaipur,Jaipur -- Jaipur,1,1,7,20.329989926608597,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
1195,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,3,57.97368588549432,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1196,Gurgaon TO Sonipat,Gurgaon -- Sonipat,1,1,12,70.29269500391437,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
1197,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,18,10.429366974617116,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1198,Del TO Gurgaon,Del -- Gurgaon,1,1,4,48.76152784304489,1,1,Haryana,Delhi,Del,Carting,Gurgaon
1199,Chennai TO Chennai,Chennai -- Chennai,1,1,1,9.546367241639013,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1200,Delhi TO Delhi,Delhi -- Delhi,1,1,14,18.48752029698326,1,1,Delhi,Delhi,Delhi,Carting,Delhi
1201,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,12,41.425289239708256,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1202,MAA TO Chennai,MAA -- Chennai,1,1,6,24.94744602317596,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
1203,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,13,24.254141226431116,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1204,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,4,38.63729052659497,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1205,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,4,39.50579374500767,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1206,MAA TO Chennai,MAA -- Chennai,1,1,5,34.5558959542777,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
1207,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,12,39.7348267383016,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1208,GGN TO Delhi,GGN -- Delhi,1,1,1,9.840096269966264,1,1,Delhi,Haryana,GGN,Carting,Delhi
1209,PNQ TO Pune,PNQ -- Pune,1,1,5,9.34644930800832,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
1210,Jaipur TO Jaipur,Jaipur -- Jaipur,1,1,2,12.288473923799941,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
1211,Delhi TO Delhi,Delhi -- Delhi,1,1,2,14.58991030367313,1,1,Delhi,Delhi,Delhi,Carting,Delhi
1212,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,10,41.01367622247729,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1213,Bengaluru TO HBR,Bengaluru -- HBR,1,1,13,21.190850345634885,1,1,Karnataka,Karnataka,Bengaluru,Carting,HBR
1214,Gurgaon TO Bengaluru,Gurgaon -- Bengaluru,1,1,3,1687.8792958026036,1,1,Karnataka,Haryana,Gurgaon,FTL,Bengaluru
1215,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,7,10.731385295161711,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1216,Bhiwandi TO Akola,Bhiwandi -- Akola,1,1,20,448.01354741004127,1,1,Maharashtra,Maharashtra,Bhiwandi,FTL,Akola
1217,Chennai TO Chennai,Chennai -- Chennai,1,1,2,9.032298661601477,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1218,Noida TO Gurgaon,Noida -- Gurgaon,1,1,9,66.78737745795208,1,1,Haryana,Uttar Pradesh,Noida,Carting,Gurgaon
1219,Gurgaon TO Bhiwandi,Gurgaon -- Bhiwandi,1,1,16,1078.076311738461,1,1,Maharashtra,Haryana,Gurgaon,FTL,Bhiwandi
1220,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,4,32.12381568831308,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1221,Del TO Noida,Del -- Noida,1,1,3,10.250458804461815,1,1,Uttar Pradesh,Delhi,Del,Carting,Noida
1222,Gurgaon TO Hisar,Gurgaon -- Hisar,1,1,4,143.50407051226503,1,1,Haryana,Haryana,Gurgaon,FTL,Hisar
1223,Delhi TO Delhi,Delhi -- Delhi,1,1,2,23.25588310635491,1,1,Delhi,Delhi,Delhi,Carting,Delhi
1224,Kolkata TO CCU,Kolkata -- CCU,1,1,8,24.291034108659115,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
1225,Ahmedabad TO Gurgaon,Ahmedabad -- Gurgaon,1,1,2,735.3205651909968,1,1,Haryana,Gujarat,Ahmedabad,FTL,Gurgaon
1226,Gurgaon TO Delhi,Gurgaon -- Delhi,1,1,21,38.37694306206252,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
1227,Delhi TO Ghaziabad,Delhi -- Ghaziabad,1,1,3,35.33445166657642,1,1,Uttar Pradesh,Delhi,Delhi,Carting,Ghaziabad
1228,LowerParel TO Mumbai,LowerParel -- Mumbai,1,1,12,14.990811273645457,1,1,Maharashtra,Maharashtra,LowerParel,Carting,Mumbai
1229,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,13,39.6663956943934,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1230,Chennai TO Chennai,Chennai -- Chennai,1,1,12,16.130861477432216,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1231,Jaipur TO Jaipur,Jaipur -- Jaipur,1,1,3,10.094837015174267,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
1232,Del TO Noida,Del -- Noida,1,1,2,10.077088432912936,1,1,Uttar Pradesh,Delhi,Del,Carting,Noida
1233,Jaipur TO Gurgaon,Jaipur -- Gurgaon,1,1,7,195.73222993436204,1,1,Haryana,Rajasthan,Jaipur,Carting,Gurgaon
1234,Kamareddy TO Hyderabad,Kamareddy -- Hyderabad,1,1,1,120.08862214157496,1,1,Telangana,Telangana,Kamareddy,FTL,Hyderabad
1235,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,6,15.532091580101104,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1236,Delhi TO FBD,Delhi -- FBD,1,1,15,20.197327104048632,1,1,Haryana,Delhi,Delhi,Carting,FBD
1237,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,2,34.924184340420936,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1238,Del TO Sonipat,Del -- Sonipat,1,1,2,41.1147663495351,1,1,Haryana,Delhi,Del,Carting,Sonipat
1239,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,8,21.101540091291785,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1240,Bengaluru TO Kerala,Bengaluru -- Bengaluru Aluva Kerala,1,3,11,279.352141315729,1,2,Karnataka Kerala,Karnataka,Bengaluru,FTL,Bengaluru Aluva Kerala
1241,Surat TO Surat,Surat -- Surat,1,1,1,9.47166056409999,1,1,Gujarat,Gujarat,Surat,Carting,Surat
1242,Allahabad TO Allahabad,Allahabad -- Allahabad,1,1,1,19.00338366922747,1,1,Uttar Pradesh,Uttar Pradesh,Allahabad,Carting,Allahabad
1243,Delhi TO FBD,Delhi -- FBD,1,1,12,20.18602845347765,1,1,Haryana,Delhi,Delhi,Carting,FBD
1244,Jaipur TO Jaipur,Jaipur -- Jaipur,1,1,3,11.482489392137902,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
1245,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,7,21.546449906432837,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1246,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,7,42.20574142685035,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1247,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,13,20.949935617509787,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1248,Bhiwandi TO Bhopal,Bhiwandi -- Bhopal,1,1,11,644.8104417472764,1,1,Madhya Pradesh,Maharashtra,Bhiwandi,FTL,Bhopal
1249,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,25,28.01966762740182,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1250,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,20,22.932675585826264,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1251,Jaipur TO Ambabadi,Jaipur -- Jaipur Ambabadi,1,2,15,20.85600620747928,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur Ambabadi
1252,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,11,31.613779799861152,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1253,Pune TO Bhiwandi,Pune -- Bhiwandi,1,1,15,100.7431397746471,1,1,Maharashtra,Maharashtra,Pune,FTL,Bhiwandi
1254,Delhi TO Sonipat,Delhi -- Sonipat,1,1,4,36.01297105714256,1,1,Haryana,Delhi,Delhi,Carting,Sonipat
1255,Chennai TO MAA,Chennai -- MAA,1,1,3,25.08394723692102,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
1256,Ludhiana TO Jalandhar,Ludhiana -- Jalandhar,1,1,1,61.75810887804056,1,1,Punjab,Punjab,Ludhiana,FTL,Jalandhar
1257,Noida TO Del,Noida -- Del,1,1,40,10.882901760819868,1,1,Delhi,Uttar Pradesh,Noida,Carting,Del
1258,Guwahati TO Guwahati,Guwahati -- Guwahati,1,1,6,20.071355518890773,1,1,Assam,Assam,Guwahati,Carting,Guwahati
1259,BLR TO Bengaluru,BLR -- Bengaluru,1,1,11,15.534084409573728,1,1,Karnataka,Karnataka,BLR,Carting,Bengaluru
1260,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,6,18.848773924586293,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1261,MAA TO Chennai,MAA -- Chennai,1,1,14,25.341723083694593,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
1262,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,11,39.6761546233517,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1263,Vapi TO Silvassa,Vapi -- Silvassa,1,1,14,14.405526652425852,1,1,Dadra and Nagar Haveli,Gujarat,Vapi,Carting,Silvassa
1264,Bhopal TO Bhopal,Bhopal -- Bhopal,1,1,17,18.34783999326786,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,Carting,Bhopal
1265,Chennai TO MAA,Chennai -- MAA,1,1,9,31.32853713862938,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
1266,Gurgaon TO Jaipur,Gurgaon -- Jaipur,1,1,20,195.87877669038258,1,1,Rajasthan,Haryana,Gurgaon,FTL,Jaipur
1267,Bengaluru TO Tumkur,Bengaluru -- Tumkur,1,1,3,46.80941762787554,1,1,Karnataka,Karnataka,Bengaluru,Carting,Tumkur
1268,Del TO GZB,Del -- GZB,1,1,4,13.234207534961214,1,1,Uttar Pradesh,Delhi,Del,Carting,GZB
1269,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,2,17.158104640191354,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1270,MAA TO Chennai,MAA -- Chennai,1,1,2,34.0837753064226,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
1271,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,1,21.009429862103328,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1272,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,1,28.175497316435973,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1273,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,37,13.882862882594129,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Mumbai
1274,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,1,9.176511292368472,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1275,Noida TO Gurgaon,Noida -- Gurgaon,1,1,7,64.16937559047518,1,1,Haryana,Uttar Pradesh,Noida,Carting,Gurgaon
1276,Surat TO Surat,Surat -- Surat,1,1,19,15.56291785057503,1,1,Gujarat,Gujarat,Surat,Carting,Surat
1277,Ghaziabad TO Delhi,Ghaziabad -- Delhi,1,1,1,35.33406571132362,1,1,Delhi,Uttar Pradesh,Ghaziabad,Carting,Delhi
1278,Agra TO Delhi,Agra -- Delhi,1,1,3,170.04333092660826,1,1,Delhi,Uttar Pradesh,Agra,Carting,Delhi
1279,Kolkata TO Kolkata,Kolkata -- Kolkata,1,1,3,19.64707212518033,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
1280,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,2,28.122772176416404,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1281,Pune TO Pune,Pune -- Pune,1,1,3,16.13498594829901,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
1282,Bhubaneshwar TO Bhubaneshwar,Bhubaneshwar -- Bhubaneshwar,1,1,4,9.068490552743107,1,1,Orissa,Orissa,Bhubaneshwar,Carting,Bhubaneshwar
1283,Pali TO Ajmer,Pali -- Ajmer,1,1,20,145.4841860937566,1,1,Rajasthan,Rajasthan,Pali,Carting,Ajmer
1284,Chennai TO Chennai,Chennai -- Chennai,1,1,10,12.890782247702035,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1285,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,1,21.863201711424683,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1286,Surat TO Delhi,Surat -- Delhi,1,1,18,931.9808211513217,1,1,Delhi,Gujarat,Surat,FTL,Delhi
1287,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,13,18.54367414064274,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1288,Delhi TO FBD,Delhi -- FBD,1,1,19,19.968008833079416,1,1,Haryana,Delhi,Delhi,Carting,FBD
1289,nan TO Agra,nan Delhi -- Mainpuri Agra,1,2,7,191.4482409728278,1,1,Uttar Pradesh,nan Delhi,nan Delhi,FTL,Mainpuri Agra
1290,Chennai TO Chennai,Chennai -- Chennai,1,1,8,16.113147028682317,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1291,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,5,17.195617795613963,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1292,Delhi TO Kanpur,Delhi -- Kanpur,1,1,1,382.38044120473353,1,1,Uttar Pradesh,Delhi,Delhi,FTL,Kanpur
1293,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,14,17.4267276265842,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1294,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,7,9.376322362861151,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1295,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,16,10.83559299934188,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1296,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,9,22.733790891469987,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1297,Kolkata TO Kolkata,Kolkata -- Kolkata,1,1,7,19.976155012008842,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
1298,Chennai TO Chennai,Chennai -- Chennai,1,1,1,34.64771689700039,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1299,Pune TO PNQ,Pune -- PNQ,1,1,9,21.910513903371378,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
1300,Bhopal TO Jabalpur,Bhopal -- Jabalpur,1,1,8,247.60597080501174,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,FTL,Jabalpur
1301,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,10,24.299602647637236,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1302,Hyderabad TO Gulbarga,Hyderabad -- Gulbarga,1,1,21,164.6933326978981,1,1,Karnataka,Telangana,Hyderabad,FTL,Gulbarga
1303,Bhiwandi TO Mumbai,Bhiwandi -- Mumbai,1,1,35,21.24153449796474,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
1304,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,12,20.38169006700154,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1305,Chennai TO MAA,Chennai -- MAA,1,1,3,34.51425288640283,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
1306,Delhi TO Delhi,Delhi -- Delhi,1,1,16,15.781446165119949,1,1,Delhi,Delhi,Delhi,Carting,Delhi
1307,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,11,26.96544355953307,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1308,Sonipat TO Gurgaon,Sonipat -- Gurgaon,1,1,13,72.22260060454924,1,1,Haryana,Haryana,Sonipat,Carting,Gurgaon
1309,Pune TO Pune,Pune -- Pune,1,1,15,21.41720350038381,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
1310,Ghaziabad TO Del,Ghaziabad -- Del,1,1,10,21.262688996645554,1,1,Delhi,Uttar Pradesh,Ghaziabad,Carting,Del
1311,Gurgaon TO Gurgaon,Gurgaon -- Gurgaon,1,1,1,29.23579290390496,1,1,Haryana,Haryana,Gurgaon,Carting,Gurgaon
1312,Ahmedabad TO Ahmedabad,Ahmedabad -- Ahmedabad,1,1,21,29.003756209021724,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
1313,Bengaluru TO Bengaluru,Bengaluru -- Bengaluru,1,1,2,42.31187096304429,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
1314,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,3,16.153642473542252,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
1315,Mumbai TO Bhiwandi,Mumbai -- Bhiwandi,1,1,13,22.832395260131566,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
1316,Chennai TO Chennai,Chennai -- Chennai,1,1,18,34.2076974260714,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
1317,Del TO Sonipat,Del -- Sonipat,1,1,19,40.936321813705476,1,1,Haryana,Delhi,Del,Carting,Sonipat
1318,Gurgaon TO Noida,Gurgaon -- Noida,1,1,2,59.04213337703972,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Noida
1319,Kolkata TO Kolkata,Kolkata -- Kolkata,1,1,4,20.15404450006783,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
1320,Gondia TO Balaghat,Gondia -- Balaghat,1,1,9,35.59398801588786,1,1,Madhya Pradesh,Maharashtra,Gondia,FTL,Balaghat
1321,Jaipur TO Gurgaon,Jaipur -- Gurgaon,1,1,13,195.91022795275063,1,1,Haryana,Rajasthan,Jaipur,FTL,Gurgaon
1322,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,10,10.624475883213226,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1323,Goa TO Pune,Goa -- Pune,1,1,13,361.3761317242486,1,1,Maharashtra,Goa,Goa,FTL,Pune
1324,Sonipat TO nan,Sonipat -- nan,1,0,1,54.12032539412469,1,0,nan,Haryana,Sonipat,FTL,nan
1325,Hyderabad TO Hyderabad,Hyderabad -- Hyderabad,1,1,11,16.45340694579684,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
1326,Aluva TO Bengaluru,Aluva -- Bengaluru,1,1,10,348.3147932195676,1,1,Karnataka,Kerala,Aluva,FTL,Bengaluru
1327,HBR TO Bengaluru,HBR -- Bengaluru,1,1,24,21.32337533188367,1,1,Karnataka,Karnataka,HBR,Carting,Bengaluru
1328,Pune TO Nanded,Pune -- Nanded,1,1,9,381.9090371218997,1,1,Maharashtra,Maharashtra,Pune,FTL,Nanded
1329,Kanpur TO Kanpur,Kanpur -- Kanpur,1,1,20,20.756462487107328,1,1,Uttar Pradesh,Uttar Pradesh,Kanpur,Carting,Kanpur
1330,Mumbai TO Mumbai,Mumbai -- Mumbai,1,1,19,17.089211797796327,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
1331,Delhi TO Gurgaon,Delhi -- Gurgaon,1,1,6,50.63052272120908,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
1332,Noida TO Noida,Noida -- Noida,1,1,15,13.897370706822889,1,1,Uttar Pradesh,Uttar Pradesh,Noida,Carting,Noida
